Name,E-mail,Trade Name,Registration No.,Telephone,Address,Exchange Name,Validity
MURARI SECURITIES LTD.,murari@cal2.vsnl.net.in,Murari,INZ000280233,910332357713,"303,SWAIKA CENTRE 4A,POLLOCK STREET",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Sep 14, 1995 - Perpetual"
MURARILAL SARAF,mmsarafin@yahoo.co.in,Mmsarafin,INZ000258113,9102222722885,"119-PHIROZE JEEJEEBHOY TOWER 1ST FLOOR-DALAL STREET,FORT",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Oct 26, 1994 - Perpetual"
MUTHOOT SECURITIES LIMITED,securities@muthootgroup.com,Securities,INZ000185238,004842396478,"41/4108,MUTHOOT CHAMBERS BANERJI ROAD",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Feb 28, 2008 - Perpetual"
MVM SECURITIES PRIVATE LIMITED,vvikash_71@rediffmail.com,Vvikash_71,INZ000212735,9103322314625,"ROOM NO 110 & 111, 1ST FLOOR, 1, INDIA EXCHANGE PLACE,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Apr 09, 2010 - Perpetual"
MY MONEY SECURITIES LTD.,mymoney@vsnl.com,Mymoney,INZ000239239,910113937870,"10-A,UNDERHILL ROAD CIVIL LINES",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Feb 27, 1996 - Perpetual"
N MOHANLAL NAGARDAS STOCK BROKERS PVT. LTD.,navsudh@vsnl.com,Navsudh,INZ000229434,9102222721386,"R-604, Rotunda Building, 6th Floor, Bombay Samachar Marg, Fort",BOMBAY STOCK EXCHANGE LIMITED,"Mar 11, 1998 - Perpetual"
NAASAA SECURITIES LLP,naasaasecurities@gmail.com,Naasaasecurities,INZ000306350,001724622761,1140 Sector-33 C,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Mar 31, 2022 - Perpetual"
NAGINDAS P. KOTHARI SHARE & STOCK BROKERS PVT. LTD.,skothari524@rediffmail.com,Skothari524,INZ000230835,9102222721325,"207, STOCK EXCHANGE TOWERS, DALAL STREET, FORT,",BOMBAY STOCK EXCHANGE LIMITED,"Jan 07, 1998 - Perpetual"
NAKAMICHI SECURITIES LTD,snigdha@nakamichi.co.in,Snigdha,INZ000197136,03340175200,"Binoy Bhawan, 27 B , Camac Street, 4th Floor",NSE Clearing Limited,"Jan 12, 1996 - Perpetual"
NALANDA SECURITIES PVT. LTD.,nalanda@vsnl.net,Nalanda,INZ000259139,910226550214,"C/O KUMUD K DEDHIA,9,ROSELAND,2ND FLOOR 180,WATERFIELD ROAD BANDRA (WEST)",METROPOLITAN STOCK EXCHANGE,"Aug 09, 2000 - Perpetual"
NALIN SHAH SHARE BROKERS PVT. LTD.,nalinshah522@hotmail.com,Nalinshah522,INZ000243435,9102222722848,"124-126, First Floor, P.J. Tower, Dalal Street, Fort",BOMBAY STOCK EXCHANGE LIMITED,"Jan 07, 1998 - Perpetual"
NAM SECURITIES LTD.,nammf@yahoo.com,Nammf,INZ000260637,9101123731122,"213,ARUNACHAL 19,BARAKHAMBA ROAD",BOMBAY STOCK EXCHANGE LIMITED,"Aug 30, 1995 - Perpetual"
NAMAH CAPITAL RESOURCES LTD.,namahcap@yahoo.com,Namahcap,INZ000237836,9102240990400,"OFF NO. 207, 2ND FLOOR, LINKWAY ESTATE, NEW LINK ROAD, MALAD (W),",NSE Clearing Limited,"Aug 23, 2000 - Perpetual"
NANDKISHOR JAGMOHANLAL DALAL,dkishor65@hotmail.com,Dkishor65,INZ000252814,9102222722051,"609, ROTUNDA BUILDING,6th FLOOR BOMBAY SAMACHAR MARG,FORT",BOMBAY STOCK EXCHANGE LIMITED,"Nov 26, 1992 - Perpetual"
NANGALIA CREDIT PRIVATE LIMITED,ncpl.6102@hotmail.com,Ncpl.6102,INZ000273131,9102240160464,"215, CORPORATE AVENUE, SONAWALA ROAD, GOREGAON (EAST),",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jul 19, 2010 - Perpetual"
NANGALIA STOCK BROKING PVT.LTD.,admin@nangaliagroup.in,Admin,INZ000230337,9102222722240,"508, The Stock Exchange Tower, Dalal Street, Fort,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 30, 1998 - Perpetual"
NARAYAN CAPITAL SERVICES PRIVATE LIMITED,ncspl.info@gmail.com,Ncspl.info,INZ000207233,9101140002000,2672 GALI JATWARA NAYA BAZAR,INDIAN CLEARING CORPORATION LIMITED(ICCL),"Mar 19, 2014 - Perpetual"
NARAYAN SECURITIES LIMITED,nspl@narayansecurities.com,Nspl,INZ000176139,9101149905508,"E-1/7, IIIrd Floor East Patel Nagar",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Aug 29, 1996 - Perpetual"
NARIMAN FINVEST PVT. LIMITED,info@narimanfinvest.com,Info,INZ000229936,02266338811,31 A SHYAMAPRASOD MUKHERJEE ROAD,BOMBAY STOCK EXCHANGE LIMITED,"Feb 27, 1996 - Perpetual"
NARIMAN POINT FINANCE LIMITED,npfl123@gmail.com,Npfl123,INZ000247133,9102222820349,"138-B, 13TH FLOOR, JOLLY MAKER CHAMBERS-II, 225, NARIMAN POINT,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Sep 07, 2007 - Perpetual"
NATVERLAL & SONS STOCK BROKERS PVT. LTD.,natverlal@gmail.com,Natverlal,INZ000243336,9102242134444,"5/B, FAIRY MANOR, 13, R.S.MARG, FORT",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jan 07, 1998 - Perpetual"
NAVI SECURITIES PRIVATE LIMITED,info@bacq.com,Info,INZ000295134,9108046306900,"3rd Floor, Salarpuria Business center,93, 5th A Block, Koramangala Ind Layout Bangalore",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jun 24, 2020 - Perpetual"
NAVJEEVAN EQUITY BROKING PRIVATE LIMITED,compliance@navjeevanbroking.com,Compliance,INZ000192035,9101415192718,"B-92, Rajdhani Anaj Mandi, Sikar Road,",METROPOLITAN STOCK EXCHANGE,"Sep 30, 2008 - Perpetual"
NAVKAR SHARE & STOCK BROKERS PRIVATE LIMITED,pradip@navkardirect.com,Pradip,INZ000200531,9107926922424,"801, Dalal Street Commercial Co. operative Society Ltd 8th floor, GIFT CITY, Block 53, Zone 5",INDIAN CLEARING CORPORATION LIMITED(ICCL),"May 24, 2000 - Perpetual"
NAVKAR WEALTH SERVICES PRIVATE LIMITED,mehtabhaveshr2000@yahoo.co.in,Mehtabhaveshr2000,INZ000255337,9102812233450,"201, LALLUBHAI CENTER, SIR LAKHAJIRAJ ROAD",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"May 19, 2011 - Perpetual"
NAYAN M VALA SECURITIES PRIVATE LIMITED,vala@bom3.vsnl.net.in,Vala,INZ000210233,9102226105973,"403-404, COSMOS COURT, ABOVE WAMAN HARI PETHE JEWELLERS, S. V. ROAD, VILE PARLE (WEST),",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Oct 08, 2009 - Perpetual"
NCJ SHARE AND STOCK BROKERS LIMITED,shelter_519@hotmail.com,Shelter_519,INZ000214632,9101123253694,"1 ST FLOOR,JWALA MANSION, 4/2-B ASAF ALI ROAD,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jul 05, 1994 - Perpetual"
NCO SECURITIES AND SHARE BROKING PRIVATE LIMITED,vikram@ncosecurities.com,Vikram,INZ000260334,9108046702020,"NO. 8/1, R V ROAD, NEAR SOUTHEND CIRCLE, BASAVANAGUDI,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 07, 2022 - Perpetual"
NDA SECURITIES LIMITED,compliance@ndaindia.com,Compliance,INZ000208431,9101146204060,"E-157 Second Floor, Kalkaji",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Oct 26, 1994 - Perpetual"
NDB SECURITIES PRIVATE LIMITED,vivekbhaia@hotmail.com,Vivekbhaia,INZ000178232,03330225909,1 R N MUKHERJEE ROAD 5TH FLOOR ROOM NO 9,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"May 11, 2012 - Perpetual"
NEEL BHUPENDRA DALAL,neelbkdalal@rediffmail.com,Neelbkdalal,INZ000238313,9102222656678,"39,ALLI CHAMBER, TAMRIND LANE, FORT,",BOMBAY STOCK EXCHANGE LIMITED,"Nov 26, 1992 - Perpetual"
NEHA FOREX PRIVATE LIMITED,nehainvestment@yahoo.com,Nehainvestment,INZ000213238,910222327649,"1,PORWAL BHAWAN,NEAR VAISHYA MANDIR HALL, KASARHAT KALYAN (W)",INDIAN CLEARING CORPORATION LIMITED(ICCL),"May 12, 2011 - Perpetual"
NEO WEALTH MANAGEMENT PRIVATE LIMITED,compliance@neo-wealth.com,Compliance,INZ000306537,002266423609,"903, B-WING, 9TH FLOOR, MARATHON FUTUREX, N. M. JOSHI MARG, LOWER PAREL,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"May 04, 2022 - Perpetual"
NEON VINIMAY PVT. LTD.,neonvinimay@vsnl.com,Neonvinimay,INZ000220132,9103322152836,"510,KAMLALAYA CENTRE,5TH FLOOR 156A,LENIN SARANI",BOMBAY STOCK EXCHANGE LIMITED,"Jan 19, 1996 - Perpetual"
NEXTBILLION TECHNOLOGY PRIVATE LIMITED,stocks@groww.in,Stocks,INZ000301838,9108049518052,"No.11, 80ft Road, 4th Block, S.T Bed Koramangala",BOMBAY STOCK EXCHANGE LIMITED,"Sep 23, 2021 - Perpetual"
NHBT SECURITIES PRIVATE LIMITED,accounts@nhbt.in,Accounts,INZ000222935,0919565758008,"91, Springboard Business Hub Pvt. Ltd. 90B, Delhi-Jaipur Expressway, Sector-18",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Feb 18, 2019 - Perpetual"
NIKHIL K. VAKHARIA,nikhil.vakharia@gmail.com,Nikhil.vakharia,INZ000251723,9102266333511,"ROOM NO 211-A, STOCK EXCHANGE TOWERS DALAL STREET, FORT",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Apr 06, 2000 - Perpetual"
NIKUNJ STOCK BROKERS LTD.,info@nikunjonline.com,Info,INZ000169335,01147030000,A-92 Left Portion Ground Floor Kamla Nagar,INDIAN CLEARING CORPORATION LIMITED(ICCL),"Feb 07, 1995 - Perpetual"
NILESH MANHARLAL MEHTA,nileshmehta63@gmail.com,Nileshmehta63,INZ000226221,9102222721099,"R-607, ROTUNDA, 6TH FLOOR MUMBAI SAMACHAR MARG, FORT",BOMBAY STOCK EXCHANGE LIMITED,"Dec 22, 1992 - Perpetual"
NINE STAR BROKING PRIVATE LIMITED,info@9star.in,Info,INZ000297230,9102917160000,"DBS HOUSE, 10/2 HUNGERFORD STREET",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 23, 2020 - Perpetual"
NIPUN DIPCHAND TASWALA,dltaswala@rediffmail.com,Dltaswala,INZ000233912,9102222722365,"PG 9,ROTUNDA BLDG.,GROUND FLOOR, B.S.MARG, FORT.",BOMBAY STOCK EXCHANGE LIMITED,"May 27, 2011 - Perpetual"
NIRAV VASANTLAL GANDHI,anvshare@outlook.com,Anvshare,INZ000283615,9102224072484,"3/1,New Sion CHS.Ltd., Opp. Gurukripa Hotel, Sion (West),",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Sep 03, 2010 - Perpetual"
NIRMAN SHARE BROKERS PRIVATE LIMITED,abhishek@nirmanbroking.com,Abhishek,INZ000197638,9107554260000,"NIRMAN HOUSE,PLOT NO. 8,ZONE-1 MAHARANA PRATAP NAGAR",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Aug 12, 2005 - Perpetual"
NIRPAN SECURITIES PVT. LTD.,hdshah@dolatcapital.com,Hdshah,INZ000235432,9102261154026,"1401-1409, Dalal Street Commercial Co-op Soc Ltd, Block 53 Bldg No.53E Zone-5, Road-5E,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Oct 26, 1994 - Perpetual"
NJ INDIA INVEST PRIVATE LIMITED,neeraj@njindiainvest.com,Neeraj,INZ000213137,9102613985500,"901, 9TH FLOOR, 901, 9TH FLOOR, CENTRAL ROAD NO 10, UDHNA,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 31, 2009 - Perpetual"
NJ SHARES & SECURITIES PVT. LTD.,njsspltd@rediffmail.com,Njsspltd,INZ000265335,9101126220192,"59/10,KALKAJI EXTENSION",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Oct 19, 1995 - Perpetual"
NK SECURITIES RESEARCH PRIVATE LIMITED,info@nksecurities.com,Info,INZ000206920,9108285447698,"Unit Nos. P04-02C, P04-02D, P04-02E, 4th Floor, Tower-A, WTC Gift City, Block No.51, Road 5E, Zone 5, Gift City,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Oct 24, 2011 - Perpetual"
NNM SECURITIES PVT.LTD.,compliance@nnmsecurities.com,Compliance,INZ000234235,9102222722280,"1111, Stock Exchange Tower Dalal Street",NSE Clearing Limited,"Dec 23, 1998 - Perpetual"
NOMURA FINANCIAL ADVISORY & SECURITIES (INDIA) PVT. LTD.,jyoti.tandon@nomura.com,Jyoti.tandon,INZ000255633,9102240374037,"CEEJAY HOUSE, LEVEL 11, PLOT F, SHIVSAGAR ESTATE, DR. ANNIE BESANT ROAD, WORLI MUMBAI CITY",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jun 12, 2008 - Perpetual"
NOMURA FIXED INCOME SECURITIES PRIVATE LIMITED,sanjeet.singh@nomura.com,Sanjeet.singh,INZ000222133,9102240374037,"CEEJAY HOUSE, 11TH LEVEL, PLOT F, SHIVSAGAR ESTATE, DR. ANNIE BESANT ROAD, WORLI",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Nov 06, 2009 - Perpetual"
NORTHEAST BROKING SERVICES LTD,compliance@northeastltd.com,Compliance,INZ000164233,004030216666,"5-9-22, 301,MY HOME SAROVAR PLAZA,SECRETARIAT ROAD SAIFABAD,HYDERABAD",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 17, 2001 - Perpetual"
NOVEL SECURITIES PVT. LTD.,nsplshare@gmail.com,Nsplshare,INZ000248836,9101142355271,"43,BABAR ROAD,BENGALI MARKET",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"May 17, 2000 - Perpetual"
NUCLEUS STOCKS BROKERS PVT. LTD,gsbpl@cgindia.com,Gsbpl,INZ000170532,912240383166,"103, CAMA INDUSTRIAL ESTATE SUN MILL COMPOUND, LOWER PAREL (WEST)",BOMBAY STOCK EXCHANGE LIMITED,"Jan 12, 2000 - Perpetual"
NUVAMA WEALTH MANAGEMENT LIMITED,complianceofficer.esl@edelweiss.in,Complianceofficer.esl,INZ000166136,9102240316900,"EDELWEISS HOUSE, 6TH TO 12TH FLOOR OFF CST ROAD, KALINA",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Sep 01, 2022 - Perpetual"
NUVAMA CLEARING SERVICES LIMITED,ecsl.compliance@edelweiss.in,Ecsl.compliance,INZ000177437,912242722200,"Tower 3, Wing B, Kohinoor City Mall, Kohinoor City Kirol Road, Kurla (West)",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Dec 20, 2022 - Perpetual"
NUVAMA WEALTH AND INVESTMENT LIMITED,complianceofficer.ebl@edelweiss.in,Complianceofficer.ebl,INZ000005231,007940019956,"OFFICE NO.201 TO 203, ZODIAC PLAZA, 2ND FLOOR, XAVIER COLLEGE ROAD, OFF C G ROAD, AHMEDABAD",BOMBAY STOCK EXCHANGE LIMITED,"Nov 25, 2022 - Perpetual"
NVS BROKERAGE PVT LTD,compliance@nvsbrokerage.com,Compliance,INZ000209331,9102261539100,"703, EMBASSY CENTRE, NARIMAN POINT",METROPOLITAN STOCK EXCHANGE,"Jan 13, 1998 - Perpetual"
NX BLOCK TRADES PRIVATE LIMITED,rohit@nx-block.com,Rohit,INZ000308934,09101203635930,"5th Floor, Urmila Business Park Block A, 95B, Sector - 136, Noida, Gautam Budh Nagar",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Oct 07, 2022 - Perpetual"
NYCE SECURITIES & DERIVATIVES LIMITED,hvgoyal@nyceindia.com,Hvgoyal,INZ000208937,9101244994400,"115 JMD MEGAPOLIS,SECTOR - 48,SOHNA ROAD, GURUGRAM,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jan 07, 2010 - Perpetual"
O.J.FINANCIAL SERVICES (P) LTD.,oj@ojfin.com,Oj,INZ000217037,911149670064,"901, Mercantile House K.G. Marg",BOMBAY STOCK EXCHANGE LIMITED,"Aug 30, 1995 - Perpetual"
O3 SECURITIES PRIVATE LIMITED,compliance@o3securities.com,Compliance,INZ000291332,9108042410000,"No.5, Crescent Road,Kumara Park East High Grounds",BOMBAY STOCK EXCHANGE LIMITED,"Jun 25, 2009 - Perpetual"
OCTAFX INDIA PRIVATE LIMITED,info@octaforex.in,Info,INZ000294138,02222180444,"Office No.21, The Arcade, Ground Floor, World Trade Center Complex, Cuff Parade,",BOMBAY STOCK EXCHANGE LIMITED,"Mar 17, 2020 - Perpetual"
OHM DOVETAIL PVT LTD,vivek.singhania@dovetailindia.com,Vivek.singhania,INZ000178836,02243476035,301 A 3RD FLOOR POONAM CHAMBERS SHIVSAGAR ESTATE PLOT G DOC AB ROAD WORLI,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"May 14, 2018 - Perpetual"
OHM STOCK BROKER PVT. LTD.,ohmbrk@indiatimes.com,Ohmbrk,INZ000246138,9102222723948,"R-507,ROTUNDA BUILDING,5TH FLOOR BOMBAY SAMACHAR MARG FORT",BOMBAY STOCK EXCHANGE LIMITED,"May 25, 1999 - Perpetual"
OJASTEJ SHARE BROKING PVT. LTD.,ojastej@gmail.com,Ojastej,INZ000267738,9102222721013,"526,Rotunda Building,(Stock Exchange Building) 5th Floor, Dalal Street, Fort",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 12, 2005 - Perpetual"
OPG SECURITIES PRIVATE LTD,opgdelhi@opgsecurities.com,Opgdelhi,INZ000192935,0919027345806,"UNIT NO. 504A, 504B, 5TH FLOOR, TOWER A, WTC BLOCK NO. 51, ROAD 5E, ZONE 5, GIFT CITY",BOMBAY STOCK EXCHANGE LIMITED,"Jun 20, 1996 - Perpetual"
ORACLE SECURITIES PVT. LTD.,compliance.ospl@gmail.com,Compliance.ospl,INZ000273930,9102267107071,"ORACLE POINT, 3, GURUNANAK ROAD, OPP. BANDRA RLY. STATION, BANDRA (WEST)",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Aug 08, 1996 - Perpetual"
ORBIS FINANCIAL CORPORATION LTD.,compliance@orbisfinancial.im,Compliance,INZ000165534,12401244546500,"4A, OCUS TECHNOPOLIS SECTOR 54, GOLF CLUB ROAD,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Aug 26, 2008 - Perpetual"
ORION STOCKS LIMITED,orionstock@yahoo.com,Orionstock,INZ000276939,9101122164853,"2331, B-BLOCK, GALI NO.9,SANJAY GANDHI MEMORIAL NAGAR,FARIDABAD",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 07, 2010 - Perpetual"
ORO FINANCIAL CONSULTANTS PRIVATE LIMITED,vijay@orowealth.com,Vijay,INZ000312534,009819492358,"ASCEND COWORKING, B205-206, DHANASHREE HEIGHTS,OFF VEERA DESAI ROAD,ANDHERI WEST,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jun 05, 2023 - Perpetual"
ORTEM SECURITIES LTD.,ortem@vsnl.com,Ortem,INZ000284334,9103322367725,"1ST FLOOR, 59,BENTICK STREET,",BOMBAY STOCK EXCHANGE LIMITED,"Oct 19, 1995 - Perpetual"
OSWAL SHARES & SECURITIES LIMITED,kalpesh@oswalshares.com,Kalpesh,INZ000295436,9179400820420,"605,Sakar-1,Opp.Nehru Bridge, Nr. Gandhigram Railway Station, Ashram Road,",METROPOLITAN STOCK EXCHANGE,"Sep 22, 2005 - Perpetual"
OUR BROKING SERVICES LLP,ourbroking@gmail.com,Ourbroking,INZ000309758,01612770920,"561, LSE BUILDING, FEROZE GANDHI MARKET,",NSE Clearing Limited,"Nov 17, 2022 - Perpetual"
OYSTER FINCAP PRIVATE LIMITED,kailashvyas@oysterfincap.com,Kailashvyas,INZ000237237,9102243346507,"803, Raheja Centre, Nariman Point,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Oct 15, 2010 - Perpetual"
P H FINANCIALS AND INVESTMENTS PRIVATE LIMITED,phf@vsnl.com,Phf,INZ000184532,0222610365,"601,JAISINGH BUSINESS CENTRE CTS 119/120,SAHAR ROAD,PARSIWADA",NSE Clearing Limited,"Oct 26, 1994 - Perpetual"
P. P. J. SHROFF SECURITIES PVT.LTD.,ppjsec@gmail.com,Ppjsec,INZ000247532,9102226101162,"Cama Building ,24-26,Dalal Street, Fort,",NSE Clearing Limited,"Jan 07, 1998 - Perpetual"
P. SURYAKANT SHARE & STOCK BROKERS PRIVATE LIMITED,psjsec@rediffmail.com,Psjsec,INZ000254538,9102242205220,"Bldg.No.5, West Wing, 5th Floor, Rajabahadur Compound, Bombay Samachar Marg, Fort",METROPOLITAN STOCK EXCHANGE,"Oct 06, 2008 - Perpetual"
PACE STOCK BROKING SERVICES PRIVATE LIMITED,atulgoel@pacefin.com,Atulgoel,INZ000180832,911142022222,"Unit No. 603B, 6th Floor, Tower A World Trade Centre Gift City, Block 51, Zone 5, Road 5E",BOMBAY STOCK EXCHANGE LIMITED,"Mar 07, 2005 - Perpetual"
PALLATON CAPITAL PRIVATE LIMITED,pallaton04@gmail.com,Pallaton04,INZ000296036,01141522165,"5A/4A, First Floor Ansari Road, Daryaganj",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Oct 22, 2020 - Perpetual"
PALS OVERSEAS PVT. LTD.,palsoverseas@rediffmail.com,Palsoverseas,INZ000302735,9102266585400,"1401, 14TH FLOOR, RAHEJA CENTRE, FREE PRESS MARG ,NARIMAN POINT,",BOMBAY STOCK EXCHANGE LIMITED,"Nov 10, 2000 - Perpetual"
PAN SECURITIES LTD.,pansecltd@yahoo.com,Pansecltd,INZ000214733,9104066788353,"304,BABU KHAN MILLENNIUM CENTRE RAJ BHAVAN ROAD,SOMAJIGUDA",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jul 28, 2006 - Perpetual"
PARAS SHARE BROKERS PRIVATE LIMITED,atul@parasshare.com,Atul,INZ000256532,910119910744499,"4937/3RAMA KRISHNA VIHAR, OPP- METRO PILAR NO.-P3-31, NEAR RAJINDER NAGAR POLICE CHOWKI, GHAZABAD",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jun 14, 2006 - Perpetual"
PARDIWALA SECURITIES PRIVATE LIMITED,rahul@rkpspl.com,Rahul,INZ000224933,9102222652692,"4A, EXAMINER PRESS BUILDING, GROUND FLOOR, DALAL STREET, FORT",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Oct 18, 2010 - Perpetual"
PARESH DHIRAJLAL SHAH,pareshshah64@hotmail.com,Pareshshah64,INZ000276516,9102228905104,"Shop No.2,Neeldhara Bldg, Devidas Lane,Borivali (W)",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Sep 14, 2010 - Perpetual"
PARKER DERIVATIVES (INDIA) PRIVATE LIMITED,parkerderivatives@yahoo.com,Parkerderivatives,INZ000170932,007948920188,"UNIT NO 1208 AND 1209, 12TH FLOOR, BUILDING NO 53E, BLOCK NO 53, ROAD 5E,GIFT CITY",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 13, 2009 - Perpetual"
PARWATI CAPITAL MARKET PVT LTD.,md@parwaticapital.com,Md,INZ000205936,003346048895,"MERLIN INFINITE, UNIT 707, 7TH FLOOR DN-51, SECTOR V, SALTLAKE",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Nov 29, 2002 - Perpetual"
PASHUPATI CAPITAL SERVICES PVT. LTD.,gift@pashupaticapital.com,Gift,INZ000210436,9102228800408,"1015- 1016A, 10 TH FLOOR, Dalal Street Commercial Co-op Soc LTD Road 5E, Block No 53, Zone 5 Gift City,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"May 17, 2000 - Perpetual"
PATANI SECURITIES PVT LTD,mukesh@patanisecurities.com,Mukesh,INZ000232233,9102240012800,"11 , Crescent Chambers , Ground Floor , Tamarind Lane,Fort",BOMBAY STOCK EXCHANGE LIMITED,"Jan 07, 1998 - Perpetual"
PATERSON SECURITIES PRIVATE LIMITED,nirmalak@paterson.co.in,Nirmalak,INZ000264838,910025341413,"VANGUARD HOUSE NO.48, SECOND LINE BEACH,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Feb 07, 2006 - Perpetual"
PAVAK SECURITIES PVT. LTD.,pavaksecurities@gmail.com,Pavaksecurities,INZ000236337,9102266332080,"202, Stock Exchange Towers Dalal Street, Fort,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Feb 18, 2000 - Perpetual"
PAWANKUMAR PARMESHWARLAL CHOUDHARY,pawan550c@gmail.com,Pawan550c,INZ000268319,910229029277220,"136-138, ORM WING B CO-OPERATIVE PREMISES SOC. LTD ROYAL PAM,GOREGAON EAST",NSE Clearing Limited,"Nov 26, 1992 - Perpetual"
PAYTM MONEY LIMITED,compliance@paytmmoney.com,Compliance,INZ000240532,911204770770,"1ST FLOOR, DEVIKA TOWER1ST FLOOR, DEVIKA TOWER NEHRU PLACE",NSE Clearing Limited,"Mar 15, 2019 - Perpetual"
PCS SECURITIES LTD.,vijendra.prasad@pcssecurities.co.in,Vijendra.prasad,INZ000193137,004067807771,"6-3-1090/B/1 & 2, 5TH FLOOR RAJBHAVAN ROAD, SOMAJIGUDA",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Aug 30, 1995 - Perpetual"
PEE AAR SECURITIES LIMITED,mpv@peeaarmail.com,Mpv,INZ000176938,01142258000,H. NO. - 1576 SECTOR - 46 GROUND FLOOR,INDIAN CLEARING CORPORATION LIMITED(ICCL),"Aug 22, 2011 - Perpetual"
PEE DEE KAPUR STOCK & SECURITIES LTD.,pdkssl@yahoo.co.in,Pdkssl,INZ000294035,9101126416060,"802, INTERNATIONAL TRADE TOWER, NEHRU PLACE",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jul 17, 2002 - Perpetual"
PEERLESS SECURITIES LIMITED,peerless_securities@vsnl.com,Peerless_securities,INZ000263738,9103322131379,"1, CHOWRINGHEE SQUARE 2ND FLOOR,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Nov 11, 1995 - Perpetual"
PENTAD SECURITIES PRIVATE LIMITED,mail@pentad.in,Mail,INZ000168432,9104844231125,"33/2361, B4, 3RD FLOOR, JACOB'S BUILDING, GEETHANJALI JUNCTION, VYTTILA",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jun 17, 2014 - Perpetual"
PENTAGON STOCK BROKERS PVT. LTD.,mahavirtoshniwal@rediffmail.com,Mahavirtoshniwal,INZ000068338,09102242577000,"108, Madhava Premises, Behind Family Court, Bandra Kurla Complex, Bandra East,",NSE Clearing Limited,"Aug 29, 2016 - Perpetual"
PFIL SECURITIES LTD.,pfilltd@yahoo.com,Pfilltd,INZ000235338,9101123730492,"11-A VANDANA BUILDING 11 TOLSTOY MARG, CONNAUGHT PLACE",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Oct 17, 1995 - Perpetual"
PHILLIPCAPITAL (INDIA) PRIVATE LIMITED,compliance@phillipcapital.in,Compliance,INZ000169632,02224831919,"No 1, 18th Floor, Urmi Estate, 95 Ganpatrao Kadam Marg, Lower Parel West,",NSE Clearing Limited,"Sep 28, 2012 - Perpetual"
